Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = transitory 1 = informal 2 = marital),male_ID,female_ID,male_age,female_age,Termination_Reason
414,1,30,75.9701,76,0,13576,1441,16.8209,17.0212,BROKEUP
303,1,23,77.1018,78,0,5583,14492,21.6943,14.86,BROKEUP
854,1,65,77.0471,78,1,1265,5771,27.0934,14.4478,BROKEUP
418,1,30,79.6359,80,0,6026,8933,27.5857,23.7492,BROKEUP
442,1,32,79.3618,80,0,14761,1135,28.4597,23.1561,BROKEUP
1000,1,76,82.9449,83,0,12876,15901,36.2155,33.0858,BROKEUP
119,1,9,83.0423,84,0,12807,5829,19.3011,21.4488,BROKEUP
1068,1,82,86.8022,87,0,12010,16687,31.715,30.9305,BROKEUP
584,1,42,87.4848,88,0,9893,198,57.0513,48.0352,BROKEUP
785,1,58,87.8143,88,0,2719,16146,22.649,17.7686,BROKEUP
768,1,57,88.3453,89,0,2094,6357,26.6301,21.8354,BROKEUP
1065,1,82,88.276,89,0,4162,7592,17.3882,20.057,BROKEUP
328,1,25,89.3586,90,0,1374,14806,15.6017,20.3014,BROKEUP
840,1,64,90.5625,91,0,1304,2483,17.1562,19.0032,BROKEUP
906,1,69,90.825,91,0,3095,3601,66.5574,56.5605,BROKEUP
77,1,5,91.0102,92,0,9552,238,36.1595,27.4043,BROKEUP
393,1,29,92.1188,93,0,10631,1590,26.6637,21.3508,BROKEUP
481,1,35,93.0171,94,0,6617,6849,32.0327,19.2691,BROKEUP
19,1,1,94.3584,95,1,2496,5480,23.3481,24.1261,BROKEUP
839,1,64,94.934,95,0,970,4344,18.421,24.7679,BROKEUP
999,1,76,94.4648,95,0,8488,16504,21.3621,17.0258,BROKEUP
645,1,47,95.6786,96,0,8940,3862,29.8425,27.5409,BROKEUP
492,1,36,98.1125,99,0,16947,2867,17.7112,16.0896,BROKEUP
593,1,43,98.5215,99,0,13724,6540,31.5279,30.848,BROKEUP
104,1,7,100.576,101,0,9249,12523,40.974,30.7556,BROKEUP
134,1,10,100.364,101,0,13313,7099,25.5619,25.7981,BROKEUP
317,1,24,100.139,101,0,4447,11648,16.4299,16.6726,BROKEUP
595,1,43,100.987,101,0,7214,14474,40.0359,28.5371,BROKEUP
969,1,74,100.76,101,0,7100,16362,22.7294,15.3318,BROKEUP
208,1,15,101.016,102,1,346,10995,22.3474,21.1663,BROKEUP
444,1,32,101.305,102,0,4151,4009,29.3082,21.7047,BROKEUP
455,1,33,101.957,102,0,1363,6996,20.0416,16.457,BROKEUP
735,1,54,102.518,103,0,9741,5355,39.3122,42.213,BROKEUP
842,1,64,102.077,103,0,10006,12580,25.3825,21.9243,BROKEUP
212,1,16,103.84,104,0,1833,7532,20.4426,16.6798,BROKEUP
732,1,54,103.819,104,0,14799,11327,25.9713,25.6921,BROKEUP
585,1,42,105.99,106,0,3509,15027,36.0044,42.6811,BROKEUP
682,1,50,105.158,106,0,7741,3939,27.6169,28.0209,BROKEUP
273,1,20,106.445,107,0,515,6721,36.9666,41.0457,BROKEUP
729,1,54,106.923,107,0,12631,17243,16.4018,19.0579,BROKEUP
560,1,40,107.486,108,1,7724,13480,26.0781,29.5802,BROKEUP
1276,1,99,107.369,108,1,12451,238,29.38,27.4482,BROKEUP
473,1,34,108.164,109,1,4295,1228,37.6641,23.3715,BROKEUP
1282,1,100,108.302,109,0,770,9076,39.9106,27.6602,BROKEUP
43,1,3,110.695,111,0,15870,13788,31.4544,21.5237,BROKEUP
96,1,6,110.923,111,0,8308,15993,30.3924,27.6545,BROKEUP
411,1,30,111.84,112,0,10813,3741,21.7356,20.3264,BROKEUP
1199,1,94,111.832,112,0,13016,14690,22.3964,20.5044,BROKEUP
315,1,24,112.292,113,0,16018,4391,27.5404,20.4637,BROKEUP
1023,1,78,113.497,114,0,9089,12614,17.3738,17.827,BROKEUP
399,1,29,114.335,115,0,1122,2339,58.4326,60.0825,BROKEUP
1159,1,90,114.739,115,0,12549,2501,18.1025,20.6568,BROKEUP
3,1,0,118.928,119,0,2648,3804,39.1269,26.5765,BROKEUP
543,1,39,118.89,119,0,13134,13161,16.0928,18.9481,BROKEUP
968,1,74,118.59,119,0,40,9198,19.2271,24.3127,BROKEUP
1069,1,82,118.365,119,0,12819,8851,41.486,31.5035,BROKEUP
888,1,67,119.266,120,0,17053,8245,29.1486,29.392,BROKEUP
41,1,3,120.824,121,0,15031,8277,39.1629,23.904,BROKEUP
1355,1,106,120.571,121,0,4275,2740,28.0628,23.0264,BROKEUP
541,1,39,122.335,123,0,6149,5342,17.3332,22.5868,BROKEUP
325,1,24,123.252,124,1,11202,11523,49.0329,26.7694,BROKEUP
509,1,37,123.235,124,0,3408,3777,40.923,30.3711,BROKEUP
1448,1,115,124.095,125,0,1314,13166,18.2677,20.9565,BROKEUP
513,1,37,125.65,126,0,13840,7093,30.3741,24.4256,BROKEUP
895,1,68,126.663,127,0,13262,14838,16.0231,15.9609,BROKEUP
1440,1,114,126.569,127,0,9133,6342,20.2188,16.3627,BROKEUP
91,1,6,127.182,128,0,1500,5568,18.5288,16.7852,BROKEUP
539,1,39,128.074,129,0,16958,5360,20.049,16.5277,BROKEUP
924,1,70,128.813,129,0,12758,10515,29.9483,28.1957,BROKEUP
1598,1,128,128.93,129,0,14663,2366,48.0264,45.6105,BROKEUP
943,1,72,130.555,131,0,4425,16278,47.3764,38.3248,BROKEUP
798,1,59,131.241,132,0,4859,9434,22.4571,24.9423,BROKEUP
827,1,62,131.742,132,0,15295,13891,39.7962,28.3022,BROKEUP
872,1,66,131.635,132,0,14724,11663,23.8717,15.5656,BROKEUP
90,1,6,132.496,133,0,8431,9402,18.1628,17.9414,BROKEUP
163,1,12,132.503,133,0,959,4594,16.6685,19.2447,BROKEUP
758,1,56,133.467,134,0,15693,4403,24.8568,14.8659,BROKEUP
376,1,28,134.011,135,0,12216,15047,16.9272,17.3783,BROKEUP
655,1,48,134.019,135,0,11301,5598,19.4464,21.5376,BROKEUP
1610,1,129,134.238,135,0,7394,16093,22.604,16.002,BROKEUP
1241,1,97,135.639,136,0,9717,9183,41.4933,32.7065,BROKEUP
271,1,20,136.565,137,0,218,6421,40.1288,26.4854,BROKEUP
466,1,34,136.04,137,0,719,8902,37.9492,22.568,BROKEUP
563,1,41,136.142,137,0,15741,12475,21.6458,18.7433,BROKEUP
885,1,67,136.121,137,0,12586,4706,28.8226,27.7502,BROKEUP
1111,1,86,136.549,137,0,9474,5495,34.2082,34.7521,BROKEUP
757,1,56,137.173,138,0,15573,4320,22.838,20.8577,BROKEUP
1358,1,106,137.72,138,0,7282,4272,34.4589,35.8622,BROKEUP
217,1,16,138.162,139,0,12977,1373,26.1049,23.0687,BROKEUP
894,1,68,138.38,139,0,6344,13483,40.6125,32.4308,BROKEUP
75,1,5,140.895,141,0,3418,3045,40.1071,24.5312,BROKEUP
93,1,6,140.51,141,0,2424,14782,21.0785,17.9856,BROKEUP
117,1,9,140.805,141,0,5109,1759,24.0657,22.1622,BROKEUP
606,1,44,140.711,141,0,6067,1367,20.8749,18.5145,BROKEUP
1156,1,90,141.599,142,0,465,16583,28.8748,26.5553,BROKEUP
1487,1,118,141.906,142,0,13258,278,26.2006,24.5825,BROKEUP
510,1,37,142.399,143,0,3829,1028,16.0862,18.0718,BROKEUP
27,1,2,144.878,145,0,3665,200,19.9183,18.1022,BROKEUP
187,1,14,144.899,145,0,7344,16845,21.1868,21.4135,BROKEUP
1196,1,94,144.676,145,0,5207,6964,49.2588,41.2206,BROKEUP
1389,1,108,144.291,145,1,13364,16619,32.0714,25.6013,BROKEUP
443,1,32,145.026,146,0,10132,16029,19.7735,16.8171,BROKEUP
1059,1,81,145.522,146,0,7117,4910,19.096,22.6054,BROKEUP
1765,1,145,145.781,146,0,1055,13650,17.4267,14.6079,BROKEUP
1572,1,126,146.885,147,0,14265,5924,24.2863,20.1665,BROKEUP
6,1,0,147.325,148,0,7572,1329,40.3838,23.5202,BROKEUP
200,1,15,147.787,148,0,15236,5369,38.7716,33.7636,BROKEUP
1561,1,125,147.78,148,0,15054,5350,22.8938,17.3021,BROKEUP
358,1,27,148.349,149,0,12231,8191,24.2917,24.365,BROKEUP
712,1,52,148.209,149,0,9186,9054,28.9365,29.882,BROKEUP
1382,1,108,148.348,149,0,6538,1415,19.9856,25.1972,BROKEUP
