
time,Node_ID,Before/After,RelationshipType,# of Males,# of Females,Male_Bin_Index_1,Male_Bin_Index_2,Male_Bin_Index_3,Male_Bin_Index_4,Male_Bin_Index_5,Male_Bin_Index_6,Male_Bin_Index_7,Male_Bin_Index_8,Male_Bin_Index_9,Male_Bin_Index_10,Male_Bin_Index_11,Male_Bin_Index_12,Male_Bin_Index_13,Male_Bin_Index_14,Male_Bin_Index_15,Male_Bin_Index_16,Male_Bin_Index_17,Male_Bin_Index_18,Male_Bin_Index_19,Male_Bin_Index_20,Female_Bin_Index_1,Female_Bin_Index_2,Female_Bin_Index_3,Female_Bin_Index_4,Female_Bin_Index_5,Female_Bin_Index_6,Female_Bin_Index_7,Female_Bin_Index_8,Female_Bin_Index_9,Female_Bin_Index_10,Female_Bin_Index_11,Female_Bin_Index_12,Female_Bin_Index_13,Female_Bin_Index_14,Female_Bin_Index_15,Female_Bin_Index_16,Female_Bin_Index_17,Female_Bin_Index_18,Female_Bin_Index_19,Female_Bin_Index_20
19,1,BEFORE,TRANSITORY,14,13,1,0,1,1,1,2,0,0,1,1,0,2,0,0,0,0,1,1,1,1,3,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
19,1,AFTER,TRANSITORY,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
19,1,BEFORE,INFORMAL,10,21,1,0,2,1,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,3,4,1,0,0,2,1,2,1,2,2,0,1,1,0,0,0,0,0,1
19,1,AFTER,INFORMAL,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,1,1,0,0,0,0,0,1
19,1,BEFORE,MARITAL,8,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19,1,AFTER,MARITAL,8,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,1,BEFORE,TRANSITORY,15,9,0,1,2,2,1,1,1,0,0,0,0,2,1,0,0,0,1,1,1,1,1,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
20,1,AFTER,TRANSITORY,8,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20,1,BEFORE,INFORMAL,2,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,1,2,2,0,0,2,2,0,1,1,1,0,0,0,0,1
20,1,AFTER,INFORMAL,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,2,2,0,0,2,2,0,1,1,1,0,0,0,0,1
20,1,BEFORE,MARITAL,10,3,0,0,1,1,0,0,0,2,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20,1,AFTER,MARITAL,10,3,0,0,1,1,0,0,0,2,0,2,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
21,1,BEFORE,TRANSITORY,10,11,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,2,2,0,0,1,0,2,1,0,0,0,0,0,0,1,0,1,0,0
21,1,AFTER,TRANSITORY,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
21,1,BEFORE,INFORMAL,7,25,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,3,1,3,2,2,2,2,1,2,2,0,1,1,1,0,0,0,0,1
